Text,Market_change
It was my great honor to welcome Prime Minister Alexis Tsipras of Greece to the WH today! ,NC
Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman!,NC
"""Dow Passes 23,000 for the First Time, Fueled by Strong Earnings""#Dow23K ",NC
Always great to see the wonderful people of South Carolina. Thank you for the beautiful welcome at Greenville-Spartanburg Int'l Airport! ,NC
Join me LIVE from the Rose Garden at 1:30pmE with Prime Minister Alexis Tsipras of Greece. ,NC
"I am supportive of Lamar as a person and also of the process, but I can never support bailing out ins co's who have made a fortune w/ O'Care.",Up
".@NFL: Too much talk, not enough action. Stand for the National Anthem.",Up
"""Iran hides behind its assertion of technical compliance w/the nuclear deal, while it brazenly violates the other limits..""Amb. @NikkiHaley ",Up
It was an honor to welcome Republican and Democratic members of the Senate Finance Committee to the @WhiteHouse today. #TaxReform ,Up
Our hearts are with all affected by the wildfires in California. God bless our brave First Responders and @FEMA team. We support you! ,Up
Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!,Up
The current tax code is a burden on American taxpayers and harmful to job-creators. Americans need #TaxReform! More: ,Up
"As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!",Up
BORDER WALL prototypes underway! ,Up
"The Democrats will only vote for Tax Increases. Hopefully, all Senate Republicans will vote for the largest Tax Cuts in U.S. history.",Up
"Wow, FBI confirms report that James Comey drafted letter exonerating Crooked Hillary Clinton long before investigation was complete. Many people not interviewed, including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?",Up
The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. ,Up
"Thank you @Heritage! This is our once-in-a-generation opportunity to revitalize our economy, revive our industry and renew the AMERICAN DREAM! ",Up
The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!,Up
It was great to have Governor @RicardoRossello of #PuertoRicowith us at the @WhiteHouse today. We are with you! #PRStrong ,Up
"Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?",Up
"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!",Up
".@foxandfriends ""Russia sent millions to Clinton Foundation""",Up
"""46% of Americans think the Media is inventing stories about Trump and his Administration."" @FoxNews It is actually much worse than this!",Up
".@DanaPerino and @BradThor,Thank you so much for the wonderful compliment. Working hard! #MAGA ",Up
This is what REAL PRIDE in our COUNTRY is all about! #USA ,Up
"Republicans are going for the big Budget approval today, first step toward massive tax cuts. I think we have the votes, but who knows?",Up
"Keep up the GREAT work. I am with you 100%!""ISIS is losing its grip...""Army Colonel Ryan DillonCJTF-OIR ",Down
"The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content!",Down
Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong. Great Show!,Down
Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the American people! #TaxReform ,Down
"The Budget passed late last night, 51 to 49. We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against .This now allows for the passage of large scale Tax Cuts (and Reform), which will be the biggest in the history of our country!",Down
"Just out report: ""United Kingdom crime rises 13% annually amid spread of Radical Islamic terror."" Not good, we must keep America safe!",Down
"Today, it was an honor to have @UNSecretary-General @AntonioGuterres at the @WhiteHouse. Speaking for the U.S.A., we appreciate all you do! ",Down
This is a once-in-a-generation opportunity to offer historic tax relief to the American people! Join me today: ,Down
"Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.",Down
"Keep hearing about ""tiny"" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN, ABC, NBC and CBS?",Down
"""Trump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaign"" ",Down
"Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side, not mine!",Down
"Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.",Down
"I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she, as a representative, is killing the Democrat Party!",Down
"Budget that just passed is a really big deal, especially in terms of what will be the biggest tax cut in U.S. history - MSM barely covered!",Down
"Great book just out, ""A Place Called Heaven,"" by Dr. Robert Jeffress - A wonderful man!",Down
Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!,Down
"Just out, but lightly reported: ""Fewest jobless claims since 1973 show firm U.S. Job Market"" Lowest since March 1973. @bpolitics",Down
"I agree getting Tax Cuts approved is important (we will also get HealthCare), but perhaps no Administration has done more in its first 9 months than this Administration. Over 50 Legislation approvals, massive regulation cuts, energy freedom, pipelines, border security 2nd Amendment, Strong Military, ISIS, historic VA improvement, Supreme Court Justice, Record Stock Market, lowest unemployment in 17 yrs!",Down
"Wacky Congresswoman Wilson is the gift that keeps on giving for the Republican Party, a disaster for Dems. You watch her in action and vote R!",Down
"It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS, even worse! Lost cred.",Down
"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",Down
"There will be NO change to your 401(k). This has always been a great and popular middle class tax break that works, and it stays!",Down
"Two dozen NFL players continue to kneel during the National Anthem, showing total disrespect to our Flag and Country. No leadership in NFL!",Down
We will never forget the 241 American service members killed by Hizballah in Beirut. They died in service to our nation. ,Up
"Bob Corker, who helped President O give us the bad Iran Deal and couldn't get elected dog catcher in Tennessee, is now fighting Tax Cuts Corker dropped out of the race in Tennesse when I refused to endorse him, and now is only negative on anything Trump. Look at his record!",Up
